mmsi,timestamp,distance_from_shore,distance_from_port,speed,course,lat,lon,is_fishing,source
1.84835E+13,1341650551,38599.57031,95423.02344,6.599999905,143.5,27.55434418,-15.94967175,1,gfw
1.84835E+13,1351296502,0,2236.013184,0,68.09999847,28.96592712,-13.53958797,0,gfw
1.84835E+13,1346383831,61031.28125,93432.17969,1.600000024,240.1000061,27.76739693,-13.76723289,1,gfw
1.84835E+13,1346777184,37120.51172,95710.76563,1.399999976,335,27.80017853,-14.65095711,0.75,gfw
1.84835E+13,1352910399,0,2236.013184,0,168,28.9659462,-13.53956699,0,gfw
1.84835E+13,1353014198,0,2236.013184,0,0,28.96603394,-13.53961468,0,gfw
1.84835E+13,1351728395,0,2236.013184,0,178.8000031,28.9659462,-13.53956032,0,gfw
1.84835E+13,1350645327,0,2236.013184,0,0,28.96596909,-13.53958702,0,gfw
1.84835E+13,1352582318,0,2236.013184,0,215.3000031,28.96599579,-13.53961849,0,gfw
1.84835E+13,1352219659,0,2236.013184,0,0,28.9659462,-13.53957844,0,gfw
1.84835E+13,1351075697,0,2236.013184,0,143,28.96590614,-13.53957367,0,gfw
1.84835E+13,1351876147,0,2236.013184,0,54.5,28.9659462,-13.53957844,0,gfw
1.84835E+13,1351435464,0,2236.013184,0,0,28.9659729,-13.53957176,0,gfw
1.84835E+13,1347096314,57007.37109,123419.0156,0.800000012,346.6000061,27.60932922,-14.49158192,0.33333334,gfw
1.84835E+13,1351472363,0,2236.013184,0,306.3999939,28.96596909,-13.53956318,0,gfw
1.84835E+13,1342293838,999.9754639,55361.08203,8.600000382,243.1000061,27.71978188,-15.56424713,1,gfw
